0,1
generations,200
cross_over_prob,0.95
mutation_prob,0.4
population_size,30
chromosome_bits,23
elitism,True

G,1-Máx,2-Mín,3-Promedio,4-Total,5-Rango,6-Cromosoma,7-Estable
41,6.341154090044388e-05,4.425366199052971e-05,5.610212336380761e-05,0.0016830637009142284,1.9157878909914168e-05,"[18, 19, 17, 9, 0, 21, 22, 20, 13, 16, 14, 11, 10, 4, 15, 3, 2, 1, 12, 7, 5, 6, 8]",29
42,6.341154090044388e-05,4.1308658294778584e-05,5.4583005882545294e-05,0.0016374901764763588,2.2102882605665297e-05,"[18, 19, 17, 9, 0, 21, 22, 20, 13, 16, 14, 11, 10, 4, 15, 3, 2, 1, 12, 7, 5, 6, 8]",29
43,6.794863083508867e-05,4.356159609688099e-05,5.534974825749311e-05,0.0016604924477247934,2.438703473820768e-05,"[18, 19, 17, 7, 0, 21, 22, 20, 13, 16, 14, 11, 10, 4, 15, 3, 2, 1, 12, 9, 5, 8, 6]",43
44,6.794863083508867e-05,3.7200996986719245e-05,5.468040861638402e-05,0.0016404122584915207,3.0747633848369423e-05,"[18, 19, 17, 7, 0, 21, 22, 20, 13, 16, 14, 11, 10, 4, 15, 3, 2, 1, 12, 9, 5, 8, 6]",43
45,6.814310051107325e-05,3.492595697122101e-05,5.6786892803993816e-05,0.0017036067841198145,3.3217143539852236e-05,"[18, 19, 17, 7, 0, 21, 22, 20, 13, 16, 14, 11, 10, 4, 15, 3, 1, 2, 12, 9, 5, 8, 6]",45
46,6.814310051107325e-05,3.391555027980329e-05,5.7450281978214914e-05,0.0017235084593464475,3.422755023126996e-05,"[18, 19, 17, 7, 0, 21, 22, 20, 13, 16, 14, 11, 10, 4, 12, 3, 2, 1, 15, 9, 5, 8, 6]",46
47,6.814310051107325e-05,3.361909564632711e-05,5.64124079010135e-05,0.001692372237030405,3.4524004864746135e-05,"[18, 19, 17, 7, 0, 21, 22, 20, 13, 16, 14, 11, 10, 4, 12, 3, 2, 1, 15, 9, 5, 8, 6]",46
48,6.814310051107325e-05,3.7046641721927906e-05,5.843957675706085e-05,0.0017531873027118257,3.109645878914534e-05,"[18, 19, 17, 7, 0, 21, 22, 20, 13, 16, 14, 11, 10, 4, 12, 3, 2, 1, 15, 9, 5, 8, 6]",46
49,6.814310051107325e-05,3.7046641721927906e-05,6.0727826623818084e-05,0.0018218347987145425,3.109645878914534e-05,"[18, 19, 17, 7, 0, 21, 22, 20, 13, 16, 14, 11, 10, 4, 15, 3, 1, 2, 12, 9, 5, 8, 6]",49
50,6.904646827314783e-05,4.25930658488798e-05,6.0382746672208674e-05,0.0018114824001662603,2.6453402424268028e-05,"[18, 19, 0, 7, 20, 21, 22, 17, 13, 16, 14, 11, 10, 4, 15, 3, 2, 1, 12, 9, 5, 8, 6]",50
51,6.904646827314783e-05,4.5351473922902495e-05,6.042300359102792e-05,0.0018126901077308375,2.369499435024533e-05,"[18, 19, 0, 7, 20, 21, 22, 17, 13, 16, 14, 11, 10, 4, 15, 3, 2, 1, 12, 9, 5, 8, 6]",50
52,6.904646827314783e-05,3.788022273570969e-05,5.793352646788101e-05,0.0017380057940364303,3.116624553743814e-05,"[18, 19, 0, 7, 20, 21, 22, 17, 13, 16, 14, 11, 10, 4, 15, 3, 2, 1, 12, 9, 5, 8, 6]",50
53,6.904646827314783e-05,4.290188339268094e-05,5.9044256552338895e-05,0.0017713276965701668,2.6144584880466886e-05,"[18, 19, 0, 7, 20, 21, 22, 17, 13, 16, 14, 11, 10, 4, 15, 3, 2, 1, 12, 9, 5, 8, 6]",50
54,6.997410957945561e-05,4.039587962027873e-05,5.84504988324157e-05,0.001753514964972471,2.9578229959176877e-05,"[18, 19, 17, 7, 0, 21, 22, 20, 13, 16, 14, 11, 10, 4, 15, 3, 1, 2, 12, 6, 5, 8, 9]",54
55,6.997410957945561e-05,3.434183866204197e-05,5.893681407823739e-05,0.0017681044223471216,3.563227091741364e-05,"[18, 19, 17, 7, 0, 21, 22, 20, 13, 16, 14, 11, 10, 4, 15, 3, 1, 2, 12, 6, 5, 8, 9]",54
56,6.997410957945561e-05,3.7020583444395086e-05,5.904595838159701e-05,0.0017713787514479103,3.295352613506052e-05,"[18, 19, 17, 7, 0, 21, 22, 20, 13, 16, 14, 11, 10, 4, 15, 3, 1, 2, 12, 6, 5, 8, 9]",54
57,6.997410957945561e-05,3.383522246658772e-05,5.4841454138361864e-05,0.001645243624150856,3.613888711286789e-05,"[18, 19, 17, 7, 0, 21, 22, 20, 13, 16, 14, 11, 10, 4, 15, 3, 1, 2, 12, 6, 5, 8, 9]",54
58,6.997410957945561e-05,3.7314825180044035e-05,5.3990842635642126e-05,0.0016197252790692638,3.265928439941157e-05,"[18, 19, 17, 7, 0, 21, 22, 20, 13, 16, 14, 11, 10, 4, 15, 3, 1, 2, 12, 6, 5, 8, 9]",54
59,6.997410957945561e-05,3.8452664769668536e-05,5.635614452037141e-05,0.0016906843356111424,3.152144480978707e-05,"[18, 19, 17, 7, 0, 21, 22, 20, 13, 16, 14, 11, 10, 4, 15, 3, 1, 2, 12, 6, 5, 8, 9]",54
60,6.997410957945561e-05,3.4239539820584814e-05,5.3816171271748914e-05,0.0016144851381524675,3.5734569758870794e-05,"[18, 19, 17, 7, 0, 21, 22, 20, 13, 16, 14, 11, 10, 4, 15, 3, 1, 2, 12, 6, 5, 8, 9]",54
61,6.997410957945561e-05,3.920646122480985e-05,5.419980686774981e-05,0.0016259942060324944,3.076764835464576e-05,"[18, 19, 17, 7, 0, 21, 22, 20, 13, 16, 14, 11, 10, 4, 15, 3, 1, 2, 12, 6, 5, 8, 9]",54
62,6.997410957945561e-05,3.9775665248001276e-05,5.685894189704999e-05,0.0017057682569114998,3.0198444331454332e-05,"[18, 19, 17, 7, 0, 21, 22, 20, 13, 16, 14, 11, 10, 4, 12, 3, 1, 2, 15, 6, 5, 8, 9]",62
63,6.997410957945561e-05,3.9775665248001276e-05,5.764047748153312e-05,0.0017292143244459937,3.0198444331454332e-05,"[18, 19, 17, 7, 0, 21, 22, 20, 13, 16, 14, 11, 10, 4, 15, 3, 1, 2, 12, 6, 5, 8, 9]",63
64,6.997410957945561e-05,3.833180006133088e-05,5.7162355807989747e-05,0.0017148706742396924,3.1642309518124726e-05,"[18, 19, 17, 7, 0, 21, 22, 20, 13, 16, 14, 11, 10, 4, 12, 3, 1, 2, 15, 6, 5, 8, 9]",64
65,6.997410957945561e-05,3.224870198974491e-05,5.49281152702647e-05,0.001647843458107941,3.7725407589710696e-05,"[18, 19, 17, 7, 0, 21, 22, 20, 13, 16, 14, 11, 10, 4, 15, 3, 1, 2, 12, 6, 5, 8, 9]",65
66,6.997410957945561e-05,3.619516432604604e-05,5.5939076395637484e-05,0.0016781722918691245,3.377894525340957e-05,"[18, 19, 17, 7, 0, 21, 22, 20, 13, 16, 14, 11, 10, 4, 12, 3, 1, 2, 15, 6, 5, 8, 9]",66
67,6.997410957945561e-05,3.680394538294505e-05,6.0169960434966325e-05,0.0018050988130489897,3.317016419651056e-05,"[18, 19, 17, 7, 0, 21, 22, 20, 13, 16, 14, 11, 10, 4, 12, 3, 1, 2, 15, 6, 5, 8, 9]",66
68,6.997410957945561e-05,3.2349896480331265e-05,5.796239321799158e-05,0.0017388717965397475,3.762421309912434e-05,"[18, 19, 17, 7, 0, 21, 22, 20, 13, 16, 14, 11, 10, 4, 15, 3, 1, 2, 12, 6, 5, 8, 9]",68
69,6.997410957945561e-05,3.2349896480331265e-05,5.712607746382923e-05,0.001713782323914877,3.762421309912434e-05,"[18, 19, 17, 7, 0, 21, 22, 20, 13, 16, 14, 11, 10, 4, 15, 3, 1, 2, 12, 6, 5, 8, 9]",68
70,6.997410957945561e-05,4.0970173713536546e-05,5.508860371252597e-05,0.0016526581113757793,2.9003935865919062e-05,"[18, 19, 17, 7, 0, 21, 22, 20, 13, 16, 14, 11, 10, 4, 12, 3, 1, 2, 15, 6, 5, 8, 9]",70
71,6.997410957945561e-05,3.650301149844862e-05,5.2426338480019636e-05,0.001572790154400589,3.3471098081006985e-05,"[18, 19, 17, 7, 0, 21, 22, 20, 13, 16, 14, 11, 10, 4, 15, 3, 1, 2, 12, 6, 5, 8, 9]",71
72,6.997410957945561e-05,3.452204232402389e-05,5.25256649703113e-05,0.001575769949109339,3.545206725543172e-05,"[18, 19, 17, 7, 0, 21, 22, 20, 13, 16, 14, 11, 10, 4, 15, 3, 1, 2, 12, 6, 5, 8, 9]",71
73,6.997410957945561e-05,3.4130857708454215e-05,5.208869806563061e-05,0.0015626609419689182,3.584325187100139e-05,"[18, 19, 17, 7, 0, 21, 22, 20, 13, 16, 14, 11, 10, 4, 12, 3, 1, 2, 15, 6, 5, 8, 9]",73
74,6.997410957945561e-05,3.5258444397433186e-05,5.653715879483272e-05,0.0016961147638449817,3.471566518202242e-05,"[18, 19, 17, 7, 0, 21, 22, 20, 13, 16, 14, 11, 10, 4, 15, 3, 1, 2, 12, 6, 5, 8, 9]",74
75,6.997410957945561e-05,3.948199620972836e-05,5.658663432060937e-05,0.001697599029618281,3.0492113369727247e-05,"[18, 19, 17, 7, 0, 21, 22, 20, 13, 16, 14, 11, 10, 4, 12, 3, 1, 2, 15, 6, 5, 8, 9]",75
76,6.997410957945561e-05,4.045471095109025e-05,5.899591276571846e-05,0.0017698773829715538,2.9519398628365356e-05,"[18, 19, 17, 7, 0, 21, 22, 20, 13, 16, 14, 11, 10, 4, 12, 3, 1, 2, 15, 6, 5, 8, 9]",75
77,6.997410957945561e-05,3.88681592039801e-05,5.594121445151139e-05,0.0016782364335453418,3.110595037547551e-05,"[18, 19, 17, 7, 0, 21, 22, 20, 13, 16, 14, 11, 10, 4, 12, 3, 1, 2, 15, 6, 5, 8, 9]",75
78,6.997410957945561e-05,4.0477636106051404e-05,6.075156801870482e-05,0.0018225470405611446,2.9496473473404204e-05,"[18, 19, 17, 7, 0, 21, 22, 20, 13, 16, 14, 11, 10, 4, 12, 3, 1, 2, 15, 6, 5, 8, 9]",75
79,7.033338022225348e-05,4.269672516118014e-05,6.0656983936521455e-05,0.0018197095180956437,2.763665506107334e-05,"[20, 19, 17, 7, 0, 21, 22, 18, 13, 16, 14, 11, 10, 4, 12, 3, 1, 2, 15, 6, 5, 8, 9]",79
80,7.033338022225348e-05,4.3848110146452686e-05,6.358978237966002e-05,0.0019076934713898005,2.6485270075800795e-05,"[20, 19, 17, 7, 0, 21, 22, 18, 13, 16, 14, 11, 10, 4, 12, 3, 1, 2, 15, 6, 5, 8, 9]",79
81,7.033338022225348e-05,3.940265573899681e-05,6.179444283218163e-05,0.0018538332849654489,3.0930724483256675e-05,"[20, 19, 17, 7, 0, 21, 22, 18, 13, 16, 14, 11, 10, 4, 12, 3, 1, 2, 15, 6, 5, 8, 9]",79
82,7.160246312473149e-05,3.940265573899681e-05,6.153115645007633e-05,0.0018459346935022897,3.219980738573468e-05,"[18, 19, 17, 7, 0, 21, 22, 20, 13, 16, 14, 11, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",82
83,7.197869430648528e-05,4.332380209687202e-05,6.289918722354635e-05,0.0018869756167063908,2.865489220961326e-05,"[20, 19, 17, 7, 0, 21, 22, 18, 13, 16, 14, 11, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",83
84,7.197869430648528e-05,3.761378168961107e-05,6.217775211216148e-05,0.001865332563364844,3.436491261687421e-05,"[20, 19, 17, 7, 0, 21, 22, 18, 13, 16, 14, 11, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",83
85,7.321180174244088e-05,4.118276912939626e-05,6.301129447244412e-05,0.0018903388341733236,3.2029032613044624e-05,"[20, 19, 0, 7, 17, 21, 22, 18, 13, 16, 14, 11, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",85
86,7.321180174244088e-05,3.902743628771026e-05,5.9888369847636654e-05,0.0017966510954290995,3.418436545473062e-05,"[20, 19, 0, 7, 17, 21, 22, 18, 13, 16, 14, 11, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",85
87,7.321180174244088e-05,3.813009990086174e-05,5.950892914766245e-05,0.0017852678744298734,3.508170184157914e-05,"[20, 19, 0, 7, 17, 21, 22, 18, 13, 16, 14, 11, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",85
88,7.321180174244088e-05,4.135820339964432e-05,5.868892142528832e-05,0.0017606676427586497,3.185359834279656e-05,"[20, 19, 0, 7, 17, 21, 22, 18, 13, 16, 14, 11, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",85
89,7.321180174244088e-05,3.7188545927854223e-05,5.9813124108077254e-05,0.0017943937232423176,3.602325581458666e-05,"[20, 19, 0, 7, 17, 21, 22, 18, 13, 16, 14, 11, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",85
90,7.321180174244088e-05,3.927112786679233e-05,6.1021918107615545e-05,0.0018306575432284664,3.394067387564855e-05,"[20, 19, 0, 7, 17, 21, 22, 18, 13, 16, 14, 11, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",85
91,7.321180174244088e-05,4.8000768012288194e-05,6.519804169843696e-05,0.0019559412509531087,2.521103373015269e-05,"[20, 19, 0, 7, 17, 21, 22, 18, 13, 16, 14, 11, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",85
92,7.321180174244088e-05,4.159214740257039e-05,6.358228826141908e-05,0.0019074686478425724,3.161965433987049e-05,"[20, 19, 0, 7, 17, 21, 22, 18, 13, 16, 14, 11, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",85
93,7.321180174244088e-05,4.3946385409800044e-05,6.511839844662222e-05,0.001953551953398667,2.926541633264084e-05,"[20, 19, 0, 7, 17, 21, 22, 18, 13, 16, 14, 11, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",85
94,7.374087456677236e-05,4.062068405231944e-05,6.393368941036321e-05,0.0019180106823108965,3.312019051445292e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 13, 16, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",94
95,7.374087456677236e-05,4.1900611748931536e-05,6.337987146782868e-05,0.0019013961440348605,3.184026281784083e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 13, 16, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",94
96,7.374087456677236e-05,4.1900611748931536e-05,6.230493025346389e-05,0.0018691479076039168,3.184026281784083e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 13, 16, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",94
97,7.374087456677236e-05,4.414621225498852e-05,6.371267851440009e-05,0.0019113803554320027,2.959466231178384e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 13, 16, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",94
98,7.374087456677236e-05,4.348204191668841e-05,6.162361277946113e-05,0.001848708383383834,3.0258832650083953e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 13, 16, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",94
99,7.374087456677236e-05,4.348204191668841e-05,6.121613095775269e-05,0.0018364839287325805,3.0258832650083953e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 13, 16, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",94
100,7.374087456677236e-05,4.2986717104414733e-05,6.294895289527327e-05,0.0018884685868581982,3.075415746235763e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 13, 16, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",94
101,7.374087456677236e-05,4.063388866314506e-05,5.9258221344898737e-05,0.001777746640346962,3.3106985903627303e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 13, 16, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",94
102,7.374087456677236e-05,3.80300437345503e-05,6.106029440618571e-05,0.0018318088321855712,3.571083083222207e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 13, 16, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",94
103,7.432733759476735e-05,4.041383769802781e-05,6.259453010316697e-05,0.0018778359030950094,3.391349989673954e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",103
104,7.432733759476735e-05,4.1017227235438884e-05,6.163770762442938e-05,0.0018491312287328815,3.3310110359328465e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",103
105,7.432733759476735e-05,4.269854824935952e-05,6.17715591490115e-05,0.001853146774470345,3.1628789345407826e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",103
106,7.432733759476735e-05,3.9204924138471795e-05,6.043387129558227e-05,0.001813016138867468,3.5122413456295554e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",103
107,7.432733759476735e-05,4.169272461955389e-05,5.876646157316698e-05,0.0017629938471950095,3.263461297521346e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",103
108,7.432733759476735e-05,4.3053343092091103e-05,6.166805306468628e-05,0.0018500415919405883,3.1273994502676245e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",103
109,7.432733759476735e-05,3.8255547054322874e-05,6.502518450816605e-05,0.0019507555352449816,3.6071790540444475e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",103
110,7.432733759476735e-05,3.8255547054322874e-05,6.288868720520264e-05,0.0018866606161560794,3.6071790540444475e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",103
111,7.432733759476735e-05,3.7772909269471935e-05,6.085249656914132e-05,0.0018255748970742397,3.6554428325295414e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",103
112,7.432733759476735e-05,3.813300793166565e-05,5.915521976598554e-05,0.0017746565929795662,3.61943296631017e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",103
113,7.432733759476735e-05,3.95522683225883e-05,5.898354261551018e-05,0.0017695062784653054,3.477506927217905e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",103
114,7.432733759476735e-05,3.680259090239953e-05,6.273240564170001e-05,0.0018819721692510004,3.752474669236782e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",103
115,7.432733759476735e-05,3.872816699585609e-05,6.57300590435229e-05,0.001971901771305687,3.559917059891126e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",103
116,7.432733759476735e-05,4.883766360617308e-05,6.8465141553371e-05,0.00205395424660113,2.548967398859427e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",103
117,7.432733759476735e-05,4.441286196482501e-05,6.555608577280996e-05,0.001966682573184299,2.9914475629942338e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",103
118,7.432733759476735e-05,4.236031685517008e-05,6.344501549168728e-05,0.0019033504647506185,3.196702073959727e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",103
119,7.432733759476735e-05,3.888932099245547e-05,6.178338689749416e-05,0.0018535016069248247,3.543801660231188e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",103
120,7.432733759476735e-05,3.396969902846661e-05,6.02087864641611e-05,0.001806263593924833,4.035763856630074e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",103
121,7.432733759476735e-05,3.851338340073175e-05,6.272329321497727e-05,0.0018816987964493182,3.58139541940356e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",103
122,7.432733759476735e-05,4.0171935885590324e-05,6.409460227762877e-05,0.001922838068328863,3.4155401709177025e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",103
123,7.432733759476735e-05,4.0171935885590324e-05,6.295095077356456e-05,0.001888528523206937,3.4155401709177025e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",103
124,7.432733759476735e-05,3.538820864887819e-05,6.36173328922206e-05,0.0019085199867666179,3.893912894588916e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",103
125,7.432733759476735e-05,4.688232536333802e-05,6.372634901694759e-05,0.0019117904705084276,2.744501223142933e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",103
126,7.432733759476735e-05,3.817668168282813e-05,6.390884719125718e-05,0.0019172654157377155,3.615065591193922e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",103
127,7.432733759476735e-05,3.817668168282813e-05,6.418158367878669e-05,0.0019254475103636006,3.615065591193922e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",103
128,7.432733759476735e-05,4.260032376246059e-05,6.380868217666894e-05,0.001914260465300068,3.1727013832306756e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",103
129,7.432733759476735e-05,4.260032376246059e-05,6.14506717393165e-05,0.0018435201521794953,3.1727013832306756e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",103
130,7.432733759476735e-05,4.545247943275306e-05,5.907617150719987e-05,0.001772285145215996,2.887485816201429e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",103
131,7.432733759476735e-05,4.016225551226957e-05,5.857269444116865e-05,0.0017571808332350596,3.416508208249778e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",103
132,7.432733759476735e-05,3.6885397071299475e-05,5.9696165684055186e-05,0.0017908849705216556,3.744194052346787e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",103
133,7.432733759476735e-05,4.545247943275306e-05,6.068724578807912e-05,0.0018206173736423736,2.887485816201429e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",103
134,7.432733759476735e-05,4.2170961076202926e-05,5.804263481049789e-05,0.0017412790443149366,3.215637651856442e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",103
135,7.432733759476735e-05,3.3758692863412326e-05,5.422897652280764e-05,0.0016268692956842292,4.056864473135502e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",103
136,7.432733759476735e-05,3.73399051566409e-05,5.458608117807338e-05,0.0016375824353422014,3.698743243812645e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",103
137,7.432733759476735e-05,3.895749737036893e-05,5.6650672784760155e-05,0.0016995201835428046,3.536984022439842e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",103
138,7.432733759476735e-05,4.065371168387674e-05,5.760645475993277e-05,0.001728193642797983,3.367362591089061e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",103
139,7.432733759476735e-05,3.729534181180771e-05,5.667694441698967e-05,0.0017003083325096901,3.703199578295964e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",103
140,7.432733759476735e-05,3.5546708374804495e-05,5.616617082227766e-05,0.0016849851246683299,3.8780629219962854e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",103
141,7.432733759476735e-05,3.47983435988447e-05,5.5523736963760196e-05,0.0016657121089128058,3.952899399592265e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",103
142,7.432733759476735e-05,3.729534181180771e-05,5.76842870259951e-05,0.001730528610779853,3.703199578295964e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",103
143,7.432733759476735e-05,3.729534181180771e-05,5.951772707285302e-05,0.0017855318121855906,3.703199578295964e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",103
144,7.432733759476735e-05,3.729534181180771e-05,5.942455877145619e-05,0.0017827367631436857,3.703199578295964e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",103
145,7.432733759476735e-05,4.4666785778095405e-05,5.8826611615288365e-05,0.001764798348458651,2.9660551816671944e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",103
146,7.432733759476735e-05,3.924954863019075e-05,5.827539258817072e-05,0.0017482617776451216,3.5077788964576596e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 2, 1, 4, 6, 5, 8, 9]",146
147,7.432733759476735e-05,4.036978725122119e-05,5.8834601054489985e-05,0.0017650380316346997,3.395755034354616e-05,"[20, 19, 0, 11, 17, 21, 22, 18, 16, 13, 14, 7, 10, 15, 12, 3, 1, 2, 4, 6, 5, 8, 9]",147
