0,1
generations,200
cross_over_prob,0.95
mutation_prob,0.9
population_size,30
chromosome_bits,23
elitism,True

G,1-Máx,2-Mín,3-Promedio,4-Total,5-Rango,6-Cromosoma,7-Estable
102,6.656460094521733e-05,3.1940718027341254e-05,5.055136669060648e-05,0.0015165410007181943,3.4623882917876076e-05,"[17, 13, 16, 7, 9, 6, 5, 8, 3, 2, 1, 4, 0, 19, 21, 22, 20, 18, 15, 12, 14, 11, 10]",99
103,6.656460094521733e-05,3.6561734488684145e-05,4.9381902696573476e-05,0.0014814570808972043,3.0002866456533185e-05,"[17, 13, 16, 7, 9, 6, 5, 8, 3, 2, 1, 4, 0, 19, 21, 22, 20, 18, 15, 12, 14, 11, 10]",99
104,6.656460094521733e-05,3.2320620555914674e-05,4.855880172714982e-05,0.0014567640518144947,3.4243980389302656e-05,"[17, 13, 16, 7, 9, 6, 5, 8, 3, 2, 1, 4, 0, 19, 21, 22, 20, 18, 15, 12, 14, 11, 10]",99
105,6.656460094521733e-05,3.484077764615706e-05,4.746911946958614e-05,0.0014240735840875844,3.172382329906027e-05,"[17, 13, 16, 7, 9, 6, 5, 8, 3, 2, 1, 4, 0, 19, 21, 22, 20, 18, 15, 12, 14, 11, 10]",99
106,6.656460094521733e-05,3.2081101023387125e-05,4.591939180898079e-05,0.0013775817542694237,3.4483499921830205e-05,"[17, 13, 16, 7, 9, 5, 6, 8, 3, 2, 1, 4, 0, 19, 21, 22, 20, 18, 15, 12, 14, 11, 10]",106
107,6.656460094521733e-05,3.111968631356196e-05,4.526324057473807e-05,0.001357897217242142,3.544491463165537e-05,"[17, 13, 16, 7, 9, 5, 6, 8, 3, 2, 1, 4, 0, 19, 21, 22, 20, 18, 15, 12, 14, 11, 10]",106
108,6.747183051076176e-05,2.9459419649432907e-05,4.696736138766232e-05,0.0014090208416298697,3.801241086132885e-05,"[16, 13, 4, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 14, 11, 10]",108
109,6.743543057522422e-05,2.8818443804034583e-05,5.013204082575301e-05,0.0015039612247725904,3.861698677118963e-05,"[16, 13, 4, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 11, 15, 12, 14, 0, 10]",109
110,6.743543057522422e-05,2.9881966233378156e-05,4.802420726441132e-05,0.0014407262179323397,3.755346434184606e-05,"[16, 13, 4, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 11, 15, 12, 14, 0, 10]",109
111,6.743543057522422e-05,3.377465549851391e-05,4.998903058418879e-05,0.0014996709175256638,3.3660775076710305e-05,"[16, 13, 4, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 11, 15, 12, 14, 0, 10]",109
112,6.743543057522422e-05,2.9340140245870375e-05,4.9113597855830396e-05,0.0014734079356749118,3.809529032935384e-05,"[16, 13, 4, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 11, 15, 12, 14, 0, 10]",109
113,6.743543057522422e-05,2.938583602703497e-05,4.8781708220321905e-05,0.0014634512466096571,3.804959454818925e-05,"[16, 13, 4, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 11, 15, 12, 14, 0, 10]",109
114,6.743543057522422e-05,3.1987716716780756e-05,4.615776638192386e-05,0.0013847329914577157,3.544771385844346e-05,"[16, 13, 4, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 11, 15, 12, 14, 0, 10]",109
115,6.743543057522422e-05,3.0141362992434516e-05,4.5741598441909933e-05,0.001372247953257298,3.7294067582789705e-05,"[16, 13, 4, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 11, 15, 12, 14, 0, 10]",109
116,6.743543057522422e-05,3.193153878085385e-05,4.543459125418967e-05,0.00136303773762569,3.550389179437037e-05,"[16, 13, 4, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 11, 15, 12, 14, 0, 10]",109
117,6.743543057522422e-05,3.254890472935586e-05,4.4135955765214995e-05,0.00132407867295645,3.488652584586836e-05,"[16, 13, 4, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 11, 15, 12, 14, 0, 10]",109
118,6.743543057522422e-05,3.0458089668615983e-05,4.598528511693264e-05,0.0013795585535079792,3.6977340906608236e-05,"[16, 13, 4, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 11, 15, 12, 14, 0, 10]",109
119,6.743543057522422e-05,3.0726686126901216e-05,4.77258344889766e-05,0.001431775034669298,3.6708744448323e-05,"[16, 13, 4, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 11, 15, 12, 14, 0, 10]",109
120,6.743543057522422e-05,3.197033153233799e-05,4.9696262309122265e-05,0.001490887869273668,3.546509904288623e-05,"[16, 13, 4, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 11, 15, 12, 14, 0, 10]",109
121,6.743543057522422e-05,3.235512990584657e-05,4.935934144744481e-05,0.0014807802434233443,3.508030066937765e-05,"[16, 13, 4, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 11, 15, 12, 14, 0, 10]",109
122,6.743543057522422e-05,3.382377811601556e-05,4.7593719778027873e-05,0.0014278115933408363,3.361165245920866e-05,"[16, 13, 4, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 11, 15, 12, 14, 0, 10]",109
123,6.743543057522422e-05,3.284827382321059e-05,4.789236900873682e-05,0.0014367710702621046,3.458715675201363e-05,"[16, 13, 4, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 11, 15, 12, 14, 0, 10]",109
124,6.743543057522422e-05,3.434183866204197e-05,4.9707204392576415e-05,0.0014912161317772925,3.309359191318225e-05,"[16, 13, 4, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 11, 15, 12, 14, 0, 10]",109
125,6.743543057522422e-05,3.1425788001634144e-05,4.870495787756422e-05,0.0014611487363269265,3.6009642573590075e-05,"[16, 13, 4, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 11, 15, 12, 14, 0, 10]",109
126,6.743543057522422e-05,3.05446104034943e-05,5.1035399972062125e-05,0.0015310619991618637,3.689082017172992e-05,"[16, 13, 4, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 11, 15, 12, 14, 0, 10]",109
127,6.747183051076176e-05,3.0439547059539753e-05,5.072430220174841e-05,0.0015217290660524524,3.7032283451222e-05,"[16, 13, 4, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 14, 11, 10]",127
128,6.747183051076176e-05,3.15059861373661e-05,5.025579279822803e-05,0.001507673783946841,3.596584437339566e-05,"[16, 13, 4, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 14, 11, 10]",127
129,6.747183051076176e-05,3.2561622871283904e-05,5.098149199770249e-05,0.0015294447599310747,3.491020763947785e-05,"[16, 13, 4, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 14, 11, 10]",127
130,6.747183051076176e-05,3.384209279501845e-05,4.9400258067683015e-05,0.0014820077420304905,3.362973771574331e-05,"[16, 13, 4, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 14, 11, 10]",127
131,6.747183051076176e-05,3.021330593993595e-05,4.900503498087184e-05,0.0014701510494261553,3.725852457082581e-05,"[16, 13, 4, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 14, 11, 10]",127
132,6.747183051076176e-05,2.9371163391781947e-05,4.571022922904503e-05,0.0013713068768713508,3.8100667118979813e-05,"[16, 13, 4, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 14, 11, 10]",127
133,6.747183051076176e-05,3.2523498227469345e-05,4.511300213662594e-05,0.0013533900640987783,3.494833228329241e-05,"[16, 13, 4, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 14, 11, 10]",127
134,6.747183051076176e-05,3.0754090294009104e-05,4.9157135498406756e-05,0.0014747140649522027,3.671774021675265e-05,"[16, 13, 4, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 14, 11, 10]",127
135,6.747183051076176e-05,3.189996172004593e-05,4.9291673021060526e-05,0.0014787501906318157,3.5571868790715824e-05,"[16, 13, 4, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 14, 11, 10]",127
136,6.747183051076176e-05,2.984896424094084e-05,4.7423973852526726e-05,0.0014227192155758018,3.762286626982092e-05,"[16, 13, 4, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 14, 11, 10]",127
137,6.747183051076176e-05,3.0483158055174515e-05,4.835872984880181e-05,0.0014507618954640543,3.6988672455587246e-05,"[16, 13, 4, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 14, 11, 10]",127
138,6.747183051076176e-05,3.059694642474681e-05,4.8830456276735936e-05,0.001464913688302078,3.687488408601495e-05,"[16, 13, 4, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 14, 11, 10]",127
139,6.747183051076176e-05,3.295870274545994e-05,4.899082274900767e-05,0.0014697246824702302,3.451312776530182e-05,"[16, 13, 4, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 14, 11, 10]",127
140,7.057661091114404e-05,3.222480020623872e-05,5.011045164139091e-05,0.0015033135492417274,3.835181070490532e-05,"[16, 13, 14, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 4, 11, 10]",140
141,7.057661091114404e-05,3.492229788720098e-05,5.1288740913058995e-05,0.0015386622273917698,3.5654313023943064e-05,"[16, 13, 14, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 4, 11, 10]",140
142,7.057661091114404e-05,3.589633139493144e-05,4.767292824341336e-05,0.0014301878473024008,3.4680279516212605e-05,"[16, 13, 14, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 4, 11, 10]",140
143,7.057661091114404e-05,3.079481415329658e-05,4.811758028330282e-05,0.0014435274084990846,3.978179675784746e-05,"[16, 13, 14, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 4, 11, 10]",140
144,7.057661091114404e-05,3.4530386740331494e-05,4.8434919753157354e-05,0.0014530475925947205,3.604622417081255e-05,"[16, 13, 14, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 4, 11, 10]",140
145,7.057661091114404e-05,3.4693311129614214e-05,4.956473798419809e-05,0.0014869421395259429,3.588329978152983e-05,"[16, 13, 14, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 4, 11, 10]",140
146,7.024445068839562e-05,3.2155374770892955e-05,5.3048039470276925e-05,0.0015914411841083077,3.8089075917502666e-05,"[16, 13, 12, 15, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 0, 7, 4, 11, 14, 10]",146
147,7.024445068839562e-05,3.2125417630429196e-05,4.920554936096876e-05,0.0014761664808290627,3.8119033057966424e-05,"[16, 13, 12, 15, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 0, 7, 4, 11, 14, 10]",146
148,6.964273278083432e-05,3.383636732760371e-05,5.009126168646045e-05,0.0015027378505938136,3.5806365453230614e-05,"[16, 13, 14, 7, 9, 6, 5, 8, 4, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 3, 11, 10]",148
149,6.964273278083432e-05,3.4810457061301215e-05,4.9105896600017475e-05,0.0014731768980005243,3.483227571953311e-05,"[16, 13, 14, 7, 9, 6, 5, 8, 4, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 3, 11, 10]",148
150,6.964273278083432e-05,3.444831031037927e-05,4.658830541785882e-05,0.0013976491625357645,3.519442247045505e-05,"[16, 13, 14, 7, 9, 6, 5, 8, 4, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 3, 11, 10]",148
151,6.964273278083432e-05,3.412270524807207e-05,4.6316639316513596e-05,0.0013894991794954079,3.5520027532762256e-05,"[16, 13, 14, 7, 9, 6, 5, 8, 4, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 3, 11, 10]",148
152,6.964273278083432e-05,3.273965426925092e-05,4.822439574032915e-05,0.0014467318722098746,3.6903078511583406e-05,"[16, 13, 14, 7, 9, 6, 5, 8, 4, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 3, 11, 10]",148
153,6.964273278083432e-05,3.1061688513387586e-05,5.284585963651769e-05,0.0015853757890955306,3.858104426744674e-05,"[16, 13, 14, 7, 9, 6, 5, 8, 4, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 3, 11, 10]",148
154,6.964273278083432e-05,3.389485815001864e-05,5.2806145074457515e-05,0.0015841843522337255,3.5747874630815684e-05,"[16, 13, 14, 7, 9, 6, 5, 8, 4, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 3, 11, 10]",148
155,6.993496048674733e-05,3.5341933203746245e-05,5.5118382214168637e-05,0.001653551466425059,3.4593027283001087e-05,"[13, 16, 14, 7, 9, 6, 5, 8, 4, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 3, 11, 10]",155
156,6.993496048674733e-05,3.4908887802834604e-05,5.141660625620926e-05,0.0015424981876862778,3.502607268391273e-05,"[13, 16, 14, 7, 9, 6, 5, 8, 4, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 3, 11, 10]",155
157,6.993496048674733e-05,3.522491105709958e-05,5.046408908598494e-05,0.001513922672579548,3.471004942964775e-05,"[13, 16, 14, 7, 9, 6, 5, 8, 4, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 3, 11, 10]",155
158,6.993496048674733e-05,3.0865150158955525e-05,4.794218632989816e-05,0.0014382655898969449,3.906981032779181e-05,"[13, 16, 14, 7, 9, 6, 5, 8, 4, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 3, 11, 10]",155
159,6.993496048674733e-05,3.33044694598015e-05,4.728697914520469e-05,0.0014186093743561406,3.663049102694583e-05,"[13, 16, 14, 7, 9, 6, 5, 8, 4, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 3, 11, 10]",155
160,6.964273278083432e-05,3.0204180258547784e-05,4.616520029075111e-05,0.0013849560087225332,3.943855252228654e-05,"[16, 13, 14, 7, 9, 6, 5, 8, 4, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 3, 11, 10]",160
161,6.964273278083432e-05,3.532819896841659e-05,4.756968383051152e-05,0.0014270905149153456,3.4314533812417735e-05,"[16, 13, 14, 7, 9, 6, 5, 8, 4, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 3, 11, 10]",160
162,6.993496048674733e-05,2.8633604398121637e-05,4.666382346926092e-05,0.0013999147040778277,4.13013560886257e-05,"[13, 16, 14, 7, 9, 6, 5, 8, 4, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 3, 11, 10]",162
163,6.993496048674733e-05,3.0842303303210686e-05,4.443830930635127e-05,0.001333149279190538,3.9092657183536646e-05,"[13, 16, 14, 7, 9, 6, 5, 8, 4, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 3, 11, 10]",162
164,7.057661091114404e-05,3.410175965079798e-05,5.0510291731798084e-05,0.0015153087519539426,3.6474851260346064e-05,"[16, 13, 14, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 4, 11, 10]",164
165,7.057661091114404e-05,3.12236550410591e-05,5.106083623400595e-05,0.0015318250870201785,3.935295587008494e-05,"[16, 13, 14, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 4, 11, 10]",164
166,7.057661091114404e-05,3.12236550410591e-05,5.103390451146644e-05,0.0015310171353439934,3.935295587008494e-05,"[16, 13, 14, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 4, 11, 10]",164
167,7.057661091114404e-05,3.011866755014758e-05,5.2994132504110434e-05,0.001589823975123313,4.0457943360996466e-05,"[16, 13, 14, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 4, 11, 10]",164
168,7.057661091114404e-05,3.6733644344855455e-05,5.433136860068452e-05,0.0016299410580205356,3.384296656628859e-05,"[16, 13, 14, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 4, 11, 10]",164
169,7.073136228603763e-05,3.082234003205523e-05,5.0344105435325385e-05,0.0015103231630597615,3.99090222539824e-05,"[13, 16, 14, 7, 9, 6, 5, 8, 4, 2, 1, 17, 18, 20, 21, 22, 19, 0, 12, 15, 3, 11, 10]",169
170,7.057661091114404e-05,3.373705340575554e-05,4.778450277342227e-05,0.0014335350832026682,3.6839557505388504e-05,"[16, 13, 14, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 4, 11, 10]",170
171,7.0876745339854e-05,3.032968366139941e-05,4.762164091761079e-05,0.0014286492275283236,4.054706167845458e-05,"[13, 16, 14, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 4, 11, 10]",171
172,7.0876745339854e-05,3.241911430979706e-05,4.70167886659805e-05,0.001410503659979415,3.845763103005694e-05,"[13, 16, 14, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 4, 11, 10]",171
173,7.0876745339854e-05,3.2614722285639735e-05,4.858353898463184e-05,0.0014575061695389553,3.826202305421426e-05,"[13, 16, 14, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 4, 11, 10]",171
174,7.0876745339854e-05,3.21853878339234e-05,4.754682039568963e-05,0.001426404611870689,3.869135750593059e-05,"[13, 16, 14, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 4, 11, 10]",171
175,7.0876745339854e-05,3.4288849266218623e-05,5.03182742800066e-05,0.001509548228400198,3.658789607363537e-05,"[13, 16, 14, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 4, 11, 10]",171
176,7.0876745339854e-05,3.297283038776049e-05,5.031047093894792e-05,0.0015093141281684376,3.7903914952093506e-05,"[13, 16, 14, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 4, 11, 10]",171
177,7.0876745339854e-05,3.048780487804878e-05,5.1446007226245835e-05,0.001543380216787375,4.0388940461805214e-05,"[13, 16, 14, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 4, 11, 10]",171
178,7.0876745339854e-05,3.624107563512485e-05,5.252976102685993e-05,0.0015758928308057978,3.463566970472914e-05,"[13, 16, 14, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 4, 11, 10]",171
179,7.0876745339854e-05,3.470776065528252e-05,4.985060852564424e-05,0.0014955182557693273,3.6168984684571474e-05,"[13, 16, 14, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 4, 11, 10]",171
180,7.0876745339854e-05,3.442340791738382e-05,4.932719928083861e-05,0.0014798159784251582,3.645333742247017e-05,"[13, 16, 14, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 4, 11, 10]",171
181,7.0876745339854e-05,3.594536304816679e-05,5.126834194132115e-05,0.0015380502582396345,3.4931382291687206e-05,"[13, 16, 14, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 4, 11, 10]",171
182,7.0876745339854e-05,3.4127363319909904e-05,4.8719111053585536e-05,0.0014615733316075661,3.674938201994409e-05,"[13, 16, 14, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 4, 11, 10]",171
183,7.0876745339854e-05,3.209860692045965e-05,4.9010337740391494e-05,0.0014703101322117449,3.877813841939434e-05,"[13, 16, 14, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 4, 11, 10]",171
184,7.057661091114404e-05,3.396508389375722e-05,4.822765170345376e-05,0.0014468295511036128,3.661152701738682e-05,"[16, 13, 14, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 4, 11, 10]",184
185,7.0876745339854e-05,3.377807802736024e-05,5.211837098704518e-05,0.0015635511296113553,3.709866731249375e-05,"[13, 16, 14, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 4, 11, 10]",185
186,7.0876745339854e-05,3.334222459322486e-05,5.1271906008851985e-05,0.0015381571802655595,3.753452074662914e-05,"[13, 16, 14, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 22, 21, 19, 0, 15, 12, 4, 11, 10]",186
187,7.0876745339854e-05,2.798846875087464e-05,5.248956127597019e-05,0.0015746868382791057,4.2888276588979354e-05,"[13, 16, 14, 7, 9, 6, 5, 8, 3, 2, 1, 17, 18, 20, 21, 22, 19, 0, 15, 12, 4, 11, 10]",187
188,7.0876745339854e-05,2.6658136063126465e-05,5.0697644502391424e-05,0.0015209293350717428,4.421860927672753e-05,"[13, 16, 14, 7, 9, 6, 5, 8, 3, 1, 2, 17, 18, 20, 22, 21, 19, 0, 15, 12, 4, 11, 10]",188
189,7.0876745339854e-05,2.825497287522604e-05,5.276982220966468e-05,0.0015830946662899405,4.262177246462796e-05,"[13, 16, 14, 7, 9, 6, 5, 8, 3, 1, 2, 17, 18, 20, 22, 21, 19, 0, 15, 12, 4, 11, 10]",188
190,7.0876745339854e-05,2.927486167627858e-05,5.2504659641567074e-05,0.0015751397892470123,4.1601883663575415e-05,"[13, 16, 14, 7, 9, 6, 5, 8, 3, 1, 2, 17, 18, 20, 22, 21, 19, 0, 15, 12, 4, 11, 10]",188
191,7.139287499107589e-05,3.698772007693446e-05,5.261972341362628e-05,0.0015785917024087885,3.440515491414143e-05,"[13, 16, 14, 7, 9, 6, 5, 8, 3, 1, 2, 17, 18, 20, 22, 21, 19, 0, 4, 12, 15, 11, 10]",191
192,7.139287499107589e-05,3.632005230087531e-05,5.3248941945043614e-05,0.0015974682583513083,3.5072822690200576e-05,"[13, 16, 14, 7, 9, 6, 5, 8, 3, 1, 2, 17, 18, 20, 22, 21, 19, 0, 4, 12, 15, 11, 10]",191
193,7.139287499107589e-05,3.519639588906096e-05,5.2105042937141307e-05,0.001563151288114239,3.619647910201493e-05,"[13, 16, 14, 7, 9, 6, 5, 8, 3, 1, 2, 17, 18, 20, 22, 21, 19, 0, 4, 12, 15, 11, 10]",191
194,7.139287499107589e-05,3.4940600978336826e-05,5.1341367448986245e-05,0.0015402410234695873,3.645227401273906e-05,"[13, 16, 14, 7, 9, 6, 5, 8, 3, 1, 2, 17, 18, 20, 22, 21, 19, 0, 4, 12, 15, 11, 10]",191
195,7.190623427051126e-05,3.549371761198268e-05,5.019854743428667e-05,0.0015059564230286001,3.641251665852858e-05,"[13, 16, 14, 11, 9, 6, 5, 8, 10, 3, 15, 17, 18, 20, 21, 22, 19, 0, 7, 12, 4, 1, 2]",195
196,7.190623427051126e-05,3.472222222222222e-05,5.158195265424282e-05,0.0015474585796272846,3.718401204828904e-05,"[13, 16, 14, 11, 9, 6, 5, 8, 10, 3, 15, 17, 18, 20, 21, 22, 19, 0, 7, 12, 4, 1, 2]",195
197,7.190623427051126e-05,2.9957161259399058e-05,4.9202053466730305e-05,0.0014760616040019091,4.19490730111122e-05,"[13, 16, 14, 11, 9, 6, 5, 8, 10, 3, 15, 17, 18, 20, 21, 22, 19, 0, 7, 12, 4, 1, 2]",195
198,7.190623427051126e-05,3.3612315552418406e-05,4.9070932299635254e-05,0.0014721279689890576,3.8293918718092854e-05,"[13, 16, 14, 11, 9, 6, 5, 8, 10, 3, 15, 17, 18, 20, 21, 22, 19, 0, 7, 12, 4, 1, 2]",195
199,7.159733657907926e-05,3.515309171441628e-05,5.0163610548680536e-05,0.0015049083164604161,3.644424486466298e-05,"[16, 13, 14, 11, 9, 6, 5, 8, 10, 3, 15, 17, 18, 20, 21, 22, 19, 0, 7, 12, 4, 1, 2]",199

G,1-Máx,2-Mín,3-Promedio,4-Total,5-Rango,6-Cromosoma,7-Estable
0,4.4460252534234394e-05,2.896451846488052e-05,3.316212302676616e-05,0.0009948636908029848,1.5495734069353873e-05,"[12, 13, 17, 20, 1, 2, 10, 5, 8, 3, 16, 14, 4, 18, 0, 6, 11, 19, 7, 9, 15, 21, 22]",0
1,4.4460252534234394e-05,2.7711577897245468e-05,3.425773276869024e-05,0.0010277319830607073,1.6748674636988926e-05,"[12, 13, 17, 20, 1, 2, 10, 5, 8, 3, 16, 14, 4, 18, 0, 6, 11, 19, 7, 9, 15, 21, 22]",0
2,4.4460252534234394e-05,2.927400468384075e-05,3.347500625479641e-05,0.0010042501876438923,1.5186247850393644e-05,"[12, 13, 17, 20, 1, 2, 10, 5, 8, 3, 16, 14, 4, 18, 0, 6, 11, 19, 7, 9, 15, 21, 22]",0
3,4.4460252534234394e-05,2.7971245559564768e-05,3.373835282841767e-05,0.00101215058485253,1.6489006974669625e-05,"[12, 13, 17, 20, 1, 2, 10, 5, 8, 3, 16, 14, 4, 18, 0, 6, 11, 19, 7, 9, 15, 21, 22]",0
4,4.4460252534234394e-05,2.929458636044059e-05,3.446311434919227e-05,0.001033893430475768,1.5165666173793803e-05,"[12, 13, 17, 20, 1, 2, 10, 5, 8, 3, 16, 14, 4, 18, 0, 6, 11, 19, 7, 9, 15, 21, 22]",0
5,4.4460252534234394e-05,2.9286007145785744e-05,3.55423278618639e-05,0.001066269835855917,1.517424538844865e-05,"[12, 13, 17, 20, 1, 2, 10, 5, 8, 3, 16, 14, 4, 18, 0, 6, 11, 19, 7, 9, 15, 21, 22]",0
6,4.912073877591119e-05,2.9106997322156245e-05,3.5085583703508115e-05,0.0010525675111052435,2.0013741453754947e-05,"[10, 9, 13, 11, 17, 18, 0, 14, 6, 8, 4, 3, 15, 12, 5, 16, 19, 20, 7, 1, 2, 21, 22]",6
7,4.912073877591119e-05,2.9131587380196348e-05,3.6454854753804554e-05,0.0010936456426141367,1.9989151395714844e-05,"[10, 9, 13, 11, 17, 18, 0, 14, 6, 8, 4, 3, 15, 12, 5, 16, 19, 20, 7, 1, 2, 21, 22]",6
